"Project","ReleaseId","Path","Class","isLongMethod","isGodClass","isFeatureEnvy","isDuplicatedCode","CodeSmells","NSmells","Buggy"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol","0","1","1","0","8","10","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java/","org.apache.avro.reflect.ReflectResponder","0","0","0","0","0","0","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder.ByteWriter","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/tool/Util.java/","org.apache.avro.tool.Util","0","0","1","0","1","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/reflect/Union.java/","org.apache.avro.reflect.Union","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData","1","1","1","1","13","17","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder","0","1","1","1","5","8","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.EntryIterator","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java/","org.apache.avro.tool.DataFileReadTool","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/tool/Tool.java/","org.apache.avro.tool.Tool","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/RPCContext.java/","org.apache.avro.ipc.RPCContext","0","0","0","0","2","2","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BinaryData.java/","org.apache.avro.io.BinaryData.Decoders","0","1","0","0","2","3","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Sequence","0","1","1","0","5","7","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java/","org.apache.avro.tool.RpcReceiveTool","0","0","1","1","2","4","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java/","org.apache.avro.ipc.stats.StatsServlet","0","1","1","0","0","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.FieldOrderAction","0","0","0","0","2","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter","0","1","1","0","3","5","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java/","org.apache.avro.io.ValidatingEncoder","0","1","1","0","0","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java/","org.apache.avro.io.parsing.SkipParser","0","1","1","0","0","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.BufferedFileOutputStream","0","0","0","0","1","1","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/DatumWriter.java/","org.apache.avro.io.DatumWriter","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Field","0","1","1","0","2","4","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.DefaultStartAction","0","0","0","0","1","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.EnumSchema","0","0","1","0","7","8","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/AvroRuntimeException.java/","org.apache.avro.AvroRuntimeException","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java/","org.apache.avro.file.LengthLimitedInputStream","0","0","1","0","1","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/file/DataFileConstants.java/","org.apache.avro.file.DataFileConstants","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java/","org.apache.avro.generic.GenericDatumReader","0","1","1","0","0","2","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/file/DataFileReader.java/","org.apache.avro.file.DataFileReader.SeekableInputStream","0","0","1","0","0","1","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.StringSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/generic/GenericResponder.java/","org.apache.avro.generic.GenericResponder","0","0","1","0","1","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol.Message","0","1","1","0","3","5","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/ParsingEncoder.java/","org.apache.avro.io.ParsingEncoder","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder.BlockedValue","0","1","1","0","0","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.TreeMapSegmenter","0","0","1","0","2","3","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.IntCheckAction","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder","0","1","1","0","3","5","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.BufferAccessor","0","1","1","0","2","4","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/generic/GenericRecord.java/","org.apache.avro.generic.GenericRecord","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java/","org.apache.avro.io.parsing.ResolvingGrammarGenerator.LitS2","0","0","1","0","2","3","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema","1","1","1","0","75","78","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ResolvingAction","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java/","org.apache.avro.specific.SpecificRequestor","0","0","1","0","0","1","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.SegmenterException","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java/","org.apache.avro.ipc.stats.FloatHistogram","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/file/DataFileWriter.java/","org.apache.avro.file.DataFileWriter.NonCopyingByteArrayOutputStream","0","0","1","0","0","1","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.FieldAdjustAction","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java/","org.apache.avro.specific.SpecificDatumReader","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Type","0","0","0","0","0","0","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/DecoderFactory.java/","org.apache.avro.io.DecoderFactory.DefaultDecoderFactory","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java/","org.apache.avro.ipc.RPCPlugin","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder.BlockedValue.State","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java/","org.apache.avro.specific.SpecificExceptionBase","0","0","1","0","2","3","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NullSchema","0","0","0","0","0","0","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java/","org.apache.avro.reflect.ReflectDatumReader","0","0","1","0","0","1","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/","org.apache.avro.io.parsing.ValidatingGrammarGenerator","1","1","1","1","2","6","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/Encoder.java/","org.apache.avro.io.Encoder","0","1","1","0","0","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Fixed","0","1","1","0","6","8","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder.EncoderBuffer","0","0","0","0","1","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder.ReuseByteReader","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java/","org.apache.avro.io.ValidatingDecoder","0","1","1","0","2","4","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/specific/FixedSize.java/","org.apache.avro.specific.FixedSize","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/Requestor.java/","org.apache.avro.ipc.Requestor","1","1","1","0","0","3","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java/","org.apache.avro.tool.RpcReceiveTool.SinkResponder","0","0","1","0","1","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Parser.java/","org.apache.avro.io.parsing.Parser","0","1","1","0","0","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java/","org.apache.avro.reflect.InduceSchemaTool","0","0","1","0","4","5","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ErrorAction","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/JsonEncoder.java/","org.apache.avro.io.JsonEncoder","0","1","1","0","0","2","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder.SimpleByteWriter","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder","1","1","1","1","11","15","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.UnionSchema","0","0","1","0","5","6","yes"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java/","org.apache.avro.tool.BinaryFragmentToJsonTool","0","0","1","1","2","4","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Fixup","0","0","0","0","1","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram","0","0","1","0","4","5","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/specific/SpecificRecord.java/","org.apache.avro.specific.SpecificRecord","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java/","org.apache.avro.io.parsing.SkipParser.SkipHandler","0","0","0","0","0","0","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java/","org.apache.avro.ipc.stats.Stopwatch.SystemTicks","0","0","1","0","0","1","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java/","org.apache.avro.io.parsing.ValidatingGrammarGenerator.LitS","0","0","1","0","2","3","no"
"avro","release-1.3.3","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.InputStreamByteSource","0","1","1","0","4","6","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/trace/TraceCollection.java/","org.apache.avro.ipc.trace.TraceCollection.TraceTiming","0","1","1","0","2","4","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/tether/TetherData.java/","org.apache.avro.mapred.tether.TetherData","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java/","org.apache.avro.ipc.ByteBufferOutputStream","0","0","1","0","4","5","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java/","org.apache.avro.ipc.LocalTransceiver","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/generic/GenericContainer.java/","org.apache.avro.generic.GenericContainer","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java/","org.apache.avro.ipc.ResponderServlet","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/Decoder.java/","org.apache.avro.io.Decoder","0","1","1","0","0","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/AvroSerialization.java/","org.apache.avro.mapred.AvroSerialization.AvroWrapperDeserializer","0","0","1","0","1","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.FixedSchema","0","0","1","0","4","5","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.RecordSchema","0","1","1","0","6","8","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/Pair.java/","org.apache.avro.mapred.Pair","0","1","1","0","0","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/AvroOutputFormat.java/","org.apache.avro.mapred.AvroOutputFormat","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Terminal","0","0","0","0","1","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BinaryData.java/","org.apache.avro.io.BinaryData","1","1","1","0","5","8","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/FsInput.java/","org.apache.avro.mapred.FsInput","0","0","1","0","1","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol","0","1","1","0","22","24","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.SeenPair","0","1","1","0","2","4","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java/","org.apache.avro.tool.JsonToBinaryFragmentTool","0","0","1","1","2","4","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/NettyTransportCodec.java/","org.apache.avro.ipc.NettyTransportCodec.NettyDataPack","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/AvroWrapper.java/","org.apache.avro.mapred.AvroWrapper","0","0","1","0","2","3","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.WriterUnionAction","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.BooleanSchema","0","0","0","0","0","0","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.EnumAdjustAction","0","0","0","0","2","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.ImplicitAction","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.LockableArrayList","0","0","0","0","8","8","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/stats/StaticServlet.java/","org.apache.avro.ipc.stats.StaticServlet","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Parser.java/","org.apache.avro.io.parsing.Parser.ActionHandler","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BinaryData.java/","org.apache.avro.io.BinaryData.HashData","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.NamedSchema","0","1","1","0","9","11","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/AvroCollector.java/","org.apache.avro.mapred.AvroCollector","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.ByteSource","0","1","1","0","0","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java/","org.apache.avro.reflect.ReflectRequestor","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/trace/Util.java/","org.apache.avro.ipc.trace.Util","0","1","1","0","7","9","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/DatumReader.java/","org.apache.avro.io.DatumReader","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/AvroTypeException.java/","org.apache.avro.AvroTypeException","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/tether/TetherKeySerialization.java/","org.apache.avro.mapred.tether.TetherKeySerialization.TetherDataDeserializer","0","0","1","0","1","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java/","org.apache.avro.reflect.ReflectDatumWriter","0","0","1","0","5","6","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/reflect/Nullable.java/","org.apache.avro.reflect.Nullable","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/generic/GenericArray.java/","org.apache.avro.generic.GenericArray","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler","1","1","1","0","5","8","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/trace/TracePlugin.java/","org.apache.avro.ipc.trace.TracePlugin","1","1","1","0","2","5","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java/","org.apache.avro.ipc.DatagramTransceiver","0","0","1","0","2","3","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.BytesSchema","0","0","0","0","0","0","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/ToTextTool.java/","org.apache.avro.tool.ToTextTool","0","0","1","1","0","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.SkipAction","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/file/SeekableInput.java/","org.apache.avro.file.SeekableInput","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/","org.apache.avro.ipc.SocketServer.Connection","0","0","1","0","1","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/reflect/ReflectData.java/","org.apache.avro.reflect.ReflectData.AllowNull","0","0","0","0","1","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.IntSchema","0","0","0","0","0","0","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java/","org.apache.avro.io.DirectBinaryDecoder.ByteReader","0","0","1","1","0","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/SocketServer.java/","org.apache.avro.ipc.SocketServer","0","0","1","0","5","6","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/file/DataFileStream.java/","org.apache.avro.file.DataFileStream.DataBlock","0","1","1","0","1","3","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java/","org.apache.avro.specific.SpecificCompiler.SpecificCompilerTool","0","0","1","0","2","3","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/specific/ProtocolTask.java/","org.apache.avro.specific.ProtocolTask","0","0","1","0","4","5","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java/","org.apache.avro.ipc.SocketTransceiver","0","0","1","0","2","3","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java/","org.apache.avro.io.BlockingBinaryEncoder","1","1","1","0","2","5","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Alternative","0","1","1","0","1","3","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Root","0","0","0","0","1","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/file/DataFileStream.java/","org.apache.avro.file.DataFileStream","0","1","1","0","8","10","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java/","org.apache.avro.ipc.ByteBufferInputStream","0","0","1","0","2","3","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/specific/SchemaTask.java/","org.apache.avro.specific.SchemaTask","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java/","org.apache.avro.tool.DataFileGetSchemaTool","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/file/Codec.java/","org.apache.avro.file.Codec","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/trace/FileSpanStorage.java/","org.apache.avro.ipc.trace.FileSpanStorage.DiskWriterThread","0","1","1","0","7","9","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java/","org.apache.avro.specific.SpecificRecordBase","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/generic/GenericEnumSymbol.java/","org.apache.avro.generic.GenericEnumSymbol","0","0","0","0","1","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/util/WeakIdentityHashMap.java/","org.apache.avro.util.WeakIdentityHashMap","0","0","1","0","18","19","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/AvroUtf8InputFormat.java/","org.apache.avro.mapred.AvroUtf8InputFormat.Utf8LineRecordReader","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/stats/IntegerHistogram.java/","org.apache.avro.ipc.stats.IntegerHistogram","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java/","org.apache.avro.ipc.stats.Stopwatch","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java/","org.apache.avro.tool.DataFileWriteTool","0","0","1","0","1","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BinaryDecoder.java/","org.apache.avro.io.BinaryDecoder.ByteArrayByteSource","0","1","1","0","0","2","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/trace/FileSpanStorage.java/","org.apache.avro.ipc.trace.FileSpanStorage","1","1","1","1","18","22","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java/","org.apache.avro.ipc.AvroRemoteException","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Names","0","0","1","0","0","1","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/generic/GenericData.java/","org.apache.avro.generic.GenericData.Array","0","1","1","0","8","10","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.Props","0","0","1","0","0","1","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Schema.java/","org.apache.avro.Schema.FloatSchema","0","0","0","0","0","0","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/Protocol.java/","org.apache.avro.Protocol","1","1","1","0","8","11","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder.ByteWriter","0","0","0","0","0","0","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/Util.java/","org.apache.avro.tool.Util","0","0","1","0","4","5","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BinaryEncoder.java/","org.apache.avro.io.BinaryEncoder","0","1","1","1","5","8","yes"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java/","org.apache.avro.ipc.stats.Histogram.EntryIterator","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/Tool.java/","org.apache.avro.tool.Tool","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/BinaryData.java/","org.apache.avro.io.BinaryData.Decoders","0","1","0","0","2","3","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/IdlTool.java/","org.apache.avro.tool.IdlTool","0","0","1","0","3","4","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/trace/SpanAggregator.java/","org.apache.avro.ipc.trace.SpanAggregator.TraceFormationResults","0","0","0","0","0","0","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/io/parsing/Symbol.java/","org.apache.avro.io.parsing.Symbol.Sequence","0","1","1","0","5","7","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/HadoopReducerBase.java/","org.apache.avro.mapred.HadoopReducerBase","0","0","1","0","4","5","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/mapred/HadoopMapper.java/","org.apache.avro.mapred.HadoopMapper.MapCollector","0","0","1","0","0","1","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java/","org.apache.avro.ipc.stats.StatsServlet","1","1","1","1","19","23","no"
"avro","release-1.4.0","/lang/java/src/java/org/apache/avro/tool/FromTextTool.java/","org.apache.avro.tool.FromTextTool","0","0","1","1","0","2","no"
